example_id                                                 | status  | run_time        |
./spec/policies/invoice_policy_spec.rb[1:2:1:1]            | passed  | 0.06571 seconds |
./spec/policies/invoice_policy_spec.rb[1:2:1:2]            | passed  | 0.04956 seconds |
./spec/policies/invoice_policy_spec.rb[1:2:1:3]            | passed  | 0.0543 seconds  |
./spec/policies/invoice_policy_spec.rb[1:2:1:4]            | passed  | 0.06308 seconds |
./spec/policies/invoice_policy_spec.rb[1:2:1:5]            | passed  | 0.05845 seconds |
./spec/policies/invoice_policy_spec.rb[1:2:1:6]            | passed  | 0.05752 seconds |
./spec/policies/invoice_policy_spec.rb[1:2:1:7]            | passed  | 0.05695 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:1]            | passed  | 0.05411 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:2]            | passed  | 0.04605 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:3]            | passed  | 0.05177 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:4]            | passed  | 0.04639 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:5]            | passed  | 0.04889 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:6]            | passed  | 0.04908 seconds |
./spec/policies/invoice_policy_spec.rb[1:3:1:7]            | passed  | 0.04618 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:1]            | passed  | 0.0472 seconds  |
./spec/policies/invoice_policy_spec.rb[1:4:1:2]            | passed  | 0.0509 seconds  |
./spec/policies/invoice_policy_spec.rb[1:4:1:3]            | passed  | 0.0481 seconds  |
./spec/policies/invoice_policy_spec.rb[1:4:1:4]            | passed  | 0.04989 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:5]            | passed  | 0.05335 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:6]            | passed  | 0.04915 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:7]            | passed  | 0.04848 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:8]            | passed  | 0.0482 seconds  |
./spec/policies/invoice_policy_spec.rb[1:4:1:9]            | passed  | 0.04868 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:10]           | passed  | 0.05183 seconds |
./spec/policies/invoice_policy_spec.rb[1:4:1:11]           | passed  | 0.04908 seconds |
./spec/policies/invoice_policy_spec.rb[1:5:1:1]            | passed  | 0.0595 seconds  |
./spec/policies/invoice_policy_spec.rb[1:5:1:2]            | passed  | 0.0595 seconds  |
./spec/policies/invoice_policy_spec.rb[1:5:1:3]            | passed  | 0.0625 seconds  |
./spec/policies/invoice_policy_spec.rb[1:5:1:4]            | passed  | 0.05597 seconds |
./spec/policies/invoice_policy_spec.rb[1:5:1:5]            | passed  | 0.05378 seconds |
./spec/policies/invoice_policy_spec.rb[1:5:1:6]            | passed  | 0.05523 seconds |
./spec/policies/invoice_policy_spec.rb[1:5:1:7]            | passed  | 0.05819 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:1]            | passed  | 0.05391 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:2]            | passed  | 0.05327 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:3]            | passed  | 0.05956 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:4]            | passed  | 0.05218 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:5]            | passed  | 0.05254 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:6]            | passed  | 0.06398 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:7]            | passed  | 0.05446 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:8]            | passed  | 0.05234 seconds |
./spec/policies/invoice_policy_spec.rb[1:6:1:9]            | passed  | 0.05192 seconds |
